time_s,heart_rate_bpm,spo2_pct,resp_rate_bpm,body_temp_c,accel_g,fall_detected,alert_spo2_low,alert_hr_abnormal,alert_resp_abnormal,alert_fever,alert_fall
107.0,93.6,96.7,21.2,39.21,0.98,False,False,False,False,True,False
108.0,93.6,97.2,21.5,39.06,1.0,False,False,False,False,True,False
109.0,94.8,96.5,20.8,39.2,1.02,False,False,False,False,True,False
110.0,97.7,97.0,22.8,39.12,1.04,False,False,False,False,True,False
111.0,94.9,96.8,21.8,39.0,1.01,False,False,False,False,True,False
112.0,92.5,96.6,20.2,39.07,1.01,False,False,False,False,True,False
113.0,96.4,96.9,21.5,39.21,1.0,False,False,False,False,True,False
114.0,95.6,96.7,22.0,39.26,0.96,False,False,False,False,True,False
115.0,92.3,96.8,21.8,39.15,1.01,False,False,False,False,True,False
116.0,96.7,96.8,23.9,39.18,1.0,False,False,False,False,True,False
117.0,94.1,97.0,22.4,39.15,0.98,False,False,False,False,True,False
118.0,95.4,97.4,21.5,39.22,1.05,False,False,False,False,True,False
119.0,94.5,97.3,22.4,39.18,0.99,False,False,False,False,True,False
