time_s,heart_rate_bpm,spo2_pct,resp_rate_bpm,body_temp_c,accel_g,fall_detected,alert_spo2_low,alert_hr_abnormal,alert_resp_abnormal,alert_fever,alert_fall
29.0,64.4,95.4,14.3,36.97,0.99,False,False,False,False,False,False
30.0,61.0,96.2,14.7,36.79,0.98,False,False,False,False,False,False
31.0,63.6,95.1,14.3,36.88,0.97,False,False,False,False,False,False
32.0,61.5,94.4,14.6,36.63,0.97,False,False,False,False,False,False
33.0,57.0,95.5,14.7,36.95,0.97,False,False,False,False,False,False
34.0,62.5,94.5,13.3,36.89,0.98,False,False,False,False,False,False
35.0,55.6,94.9,13.8,36.87,0.98,False,False,False,False,False,False
36.0,55.1,93.8,11.7,36.57,1.01,False,False,False,False,False,False
37.0,53.8,93.8,14.2,36.88,0.97,False,False,False,False,False,False
38.0,51.9,93.8,14.6,36.72,0.98,False,False,False,False,False,False
39.0,51.7,93.8,14.0,36.83,0.99,False,False,False,False,False,False
40.0,54.1,93.8,14.3,36.64,0.99,False,False,False,False,False,False
41.0,52.2,94.2,14.6,36.77,0.97,False,False,False,False,False,False
42.0,45.7,92.5,12.3,36.87,0.98,False,False,True,False,False,False
43.0,48.5,92.7,12.3,36.82,0.98,False,False,True,False,False,False
44.0,47.8,93.6,13.5,36.87,0.99,False,False,True,False,False,False
45.0,45.2,92.8,11.3,36.73,0.98,False,False,True,False,False,False
46.0,44.0,92.9,13.3,36.8,0.99,False,False,True,False,False,False
47.0,44.8,92.1,12.2,36.75,0.98,False,False,True,False,False,False
48.0,44.6,92.0,11.9,36.98,0.99,False,False,True,False,False,False
49.0,40.2,91.3,12.4,36.66,0.98,False,False,True,False,False,False
50.0,37.9,91.9,12.4,36.69,0.99,False,False,True,False,False,False
51.0,40.3,92.2,11.2,36.52,0.98,False,False,True,False,False,False
52.0,40.4,91.9,11.3,36.86,0.98,False,False,True,False,False,False
53.0,38.7,91.6,13.0,36.91,0.98,False,False,True,False,False,False
54.0,40.7,92.4,12.6,36.69,0.99,False,False,True,False,False,False
55.0,38.4,92.3,11.7,36.74,0.98,False,False,True,False,False,False
56.0,42.0,91.6,13.0,36.83,0.96,False,False,True,False,False,False
57.0,41.1,91.4,12.3,36.82,0.97,False,False,True,False,False,False
58.0,40.6,92.1,11.8,36.93,1.0,False,False,True,False,False,False
59.0,41.9,92.1,11.5,36.83,0.99,False,False,True,False,False,False
60.0,40.9,92.2,12.1,36.79,0.97,False,False,True,False,False,False
61.0,39.0,92.3,11.5,36.89,0.97,False,False,True,False,False,False
62.0,42.3,91.9,11.1,36.67,0.98,False,False,True,False,False,False
63.0,39.1,92.4,12.0,36.8,0.98,False,False,True,False,False,False
64.0,38.8,91.6,11.8,36.74,0.98,False,False,True,False,False,False
65.0,42.2,91.5,11.5,36.87,0.97,False,False,True,False,False,False
66.0,39.9,91.5,11.8,36.68,0.98,False,False,True,False,False,False
67.0,40.2,92.3,12.8,36.89,0.98,False,False,True,False,False,False
68.0,38.6,92.1,13.0,36.88,0.96,False,False,True,False,False,False
69.0,39.3,92.2,11.7,36.99,0.98,False,False,True,False,False,False
70.0,39.4,93.1,13.1,36.78,0.96,False,False,True,False,False,False
71.0,41.1,92.2,11.6,36.71,0.99,False,False,True,False,False,False
72.0,39.2,91.5,12.5,36.96,0.96,False,False,True,False,False,False
73.0,40.6,91.5,11.0,36.88,0.98,False,False,True,False,False,False
74.0,37.9,92.8,13.4,36.65,0.98,False,False,True,False,False,False
75.0,40.9,91.5,12.4,36.92,0.99,False,False,True,False,False,False
76.0,40.9,92.9,13.6,36.86,0.97,False,False,True,False,False,False
77.0,40.7,91.4,11.9,36.85,0.98,False,False,True,False,False,False
78.0,40.4,91.9,11.6,36.78,0.99,False,False,True,False,False,False
79.0,40.0,92.0,11.7,36.77,0.98,False,False,True,False,False,False
80.0,42.0,92.0,12.8,36.85,0.98,False,False,True,False,False,False
81.0,40.6,91.5,10.8,36.55,0.99,False,False,True,False,False,False
82.0,39.8,93.1,12.5,36.86,0.97,False,False,True,False,False,False
83.0,39.1,92.5,11.9,36.82,0.98,False,False,True,False,False,False
84.0,38.0,92.0,11.7,36.9,0.99,False,False,True,False,False,False
85.0,40.9,91.8,11.2,36.84,0.97,False,False,True,False,False,False
86.0,40.1,92.4,12.4,36.77,0.98,False,False,True,False,False,False
87.0,38.7,91.3,12.2,36.72,0.99,False,False,True,False,False,False
88.0,40.7,92.6,10.7,36.69,0.98,False,False,True,False,False,False
89.0,40.3,92.1,11.9,36.77,0.98,False,False,True,False,False,False
90.0,39.3,92.5,13.6,36.78,0.98,False,False,True,False,False,False
91.0,38.0,92.7,12.6,36.69,0.99,False,False,True,False,False,False
92.0,39.7,92.4,12.0,36.6,0.96,False,False,True,False,False,False
93.0,38.5,92.4,12.4,36.88,0.98,False,False,True,False,False,False
94.0,41.3,92.8,14.2,36.68,0.97,False,False,True,False,False,False
95.0,39.7,91.5,12.5,36.8,0.99,False,False,True,False,False,False
96.0,40.6,92.2,11.6,36.81,0.98,False,False,True,False,False,False
97.0,37.2,92.5,11.7,36.75,0.97,False,False,True,False,False,False
98.0,39.1,91.6,11.4,36.78,0.99,False,False,True,False,False,False
99.0,41.2,92.5,12.1,36.88,1.0,False,False,True,False,False,False
100.0,38.2,92.0,10.7,36.92,0.97,False,False,True,False,False,False
101.0,39.2,92.1,11.9,36.83,0.98,False,False,True,False,False,False
102.0,40.0,92.7,11.9,36.59,0.98,False,False,True,False,False,False
103.0,37.2,91.9,10.4,36.82,0.98,False,False,True,False,False,False
104.0,40.2,91.7,11.9,36.99,0.98,False,False,True,False,False,False
105.0,38.8,90.9,12.5,36.69,0.97,False,False,True,False,False,False
106.0,39.8,92.3,11.5,36.87,0.97,False,False,True,False,False,False
107.0,41.0,92.2,12.1,36.73,0.98,False,False,True,False,False,False
108.0,40.7,92.9,11.7,36.81,0.99,False,False,True,False,False,False
109.0,38.7,92.3,11.0,36.66,0.98,False,False,True,False,False,False
110.0,40.7,91.2,11.0,36.66,0.97,False,False,True,False,False,False
111.0,39.5,92.6,12.7,36.87,0.98,False,False,True,False,False,False
112.0,39.9,91.9,12.0,36.89,0.97,False,False,True,False,False,False
113.0,40.1,91.7,13.5,36.82,0.97,False,False,True,False,False,False
114.0,39.1,92.4,12.3,36.93,0.99,False,False,True,False,False,False
115.0,38.1,92.3,12.9,36.76,1.0,False,False,True,False,False,False
116.0,40.4,92.4,12.9,36.85,0.96,False,False,True,False,False,False
117.0,39.8,91.9,10.8,36.82,0.98,False,False,True,False,False,False
118.0,39.0,92.7,11.7,36.87,0.96,False,False,True,False,False,False
119.0,38.9,92.7,11.8,36.87,0.97,False,False,True,False,False,False
