time_s,heart_rate_bpm,spo2_pct,resp_rate_bpm,body_temp_c,accel_g,fall_detected,alert_spo2_low,alert_hr_abnormal,alert_resp_abnormal,alert_fever,alert_fall
40.0,85.1,89.0,22.1,36.76,0.98,False,True,False,False,False,False
41.0,85.5,88.1,24.2,36.84,0.97,False,True,False,True,False,False
42.0,88.6,88.5,21.8,36.82,0.99,False,True,False,False,False,False
43.0,86.0,88.1,24.0,36.88,0.99,False,True,False,False,False,False
44.0,88.0,87.6,22.6,36.83,0.98,False,True,False,False,False,False
45.0,87.1,87.2,24.2,36.81,0.98,False,True,False,True,False,False
46.0,84.2,86.9,23.2,36.7,0.98,False,True,False,False,False,False
47.0,85.6,86.1,25.6,36.71,0.98,False,True,False,True,False,False
48.0,89.0,86.4,25.8,36.8,0.97,False,True,False,True,False,False
49.0,90.7,85.4,26.6,36.78,0.99,False,True,False,True,False,False
50.0,93.3,85.4,25.7,36.92,0.97,False,True,False,True,False,False
51.0,92.7,84.3,25.1,36.67,1.0,False,True,False,True,False,False
52.0,90.5,85.0,26.7,36.82,0.97,False,True,False,True,False,False
53.0,89.7,84.6,25.6,36.68,0.98,False,True,False,True,False,False
54.0,91.7,85.3,26.6,36.89,0.97,False,True,False,True,False,False
55.0,91.4,84.9,25.9,36.74,0.99,False,True,False,True,False,False
56.0,90.4,84.1,26.4,36.79,0.98,False,True,False,True,False,False
57.0,87.2,84.2,25.1,36.84,0.98,False,True,False,True,False,False
58.0,89.4,84.7,25.5,36.58,0.98,False,True,False,True,False,False
59.0,88.3,85.0,25.6,36.96,0.98,False,True,False,True,False,False
60.0,90.1,85.2,26.4,36.69,0.99,False,True,False,True,False,False
61.0,92.4,85.7,26.0,36.84,0.99,False,True,False,True,False,False
62.0,89.3,84.4,25.3,36.68,1.0,False,True,False,True,False,False
63.0,90.3,85.3,26.2,36.81,0.98,False,True,False,True,False,False
64.0,89.6,85.4,26.4,36.8,0.98,False,True,False,True,False,False
65.0,91.5,84.9,26.7,36.93,0.98,False,True,False,True,False,False
66.0,90.0,85.0,26.1,36.68,0.97,False,True,False,True,False,False
67.0,89.0,84.6,25.1,36.55,1.0,False,True,False,True,False,False
68.0,90.1,84.5,26.0,36.76,0.97,False,True,False,True,False,False
69.0,92.0,84.5,27.6,37.0,0.98,False,True,False,True,False,False
70.0,89.7,84.9,27.0,36.8,0.97,False,True,False,True,False,False
71.0,90.8,84.4,26.6,36.68,0.98,False,True,False,True,False,False
72.0,87.7,85.1,26.4,36.77,0.99,False,True,False,True,False,False
73.0,91.8,84.5,27.1,36.87,0.97,False,True,False,True,False,False
74.0,90.8,84.9,26.5,36.73,0.98,False,True,False,True,False,False
75.0,88.7,85.0,26.1,36.8,0.98,False,True,False,True,False,False
76.0,89.7,86.0,26.3,36.93,0.98,False,True,False,True,False,False
77.0,88.7,84.1,25.8,36.83,0.98,False,True,False,True,False,False
78.0,91.5,85.3,26.0,36.83,0.98,False,True,False,True,False,False
79.0,90.0,86.0,26.7,36.84,0.98,False,True,False,True,False,False
80.0,88.5,85.1,25.3,36.85,0.98,False,True,False,True,False,False
81.0,93.4,84.6,26.5,36.84,0.99,False,True,False,True,False,False
82.0,89.9,84.7,25.9,36.56,0.98,False,True,False,True,False,False
83.0,90.8,85.4,26.3,36.84,0.99,False,True,False,True,False,False
84.0,87.0,85.7,26.0,36.79,0.98,False,True,False,True,False,False
85.0,89.0,84.3,26.3,36.67,0.98,False,True,False,True,False,False
86.0,90.7,85.4,25.6,36.86,0.99,False,True,False,True,False,False
87.0,89.2,85.5,25.8,36.92,0.98,False,True,False,True,False,False
88.0,89.4,85.3,26.5,36.52,0.98,False,True,False,True,False,False
89.0,87.5,84.6,24.9,36.89,0.99,False,True,False,True,False,False
90.0,89.8,85.4,26.7,36.8,0.99,False,True,False,True,False,False
91.0,91.4,86.5,24.6,36.79,0.97,False,True,False,True,False,False
92.0,90.1,85.4,25.2,36.68,0.96,False,True,False,True,False,False
93.0,91.0,85.7,25.5,36.75,0.96,False,True,False,True,False,False
94.0,89.9,85.5,25.4,36.93,0.98,False,True,False,True,False,False
95.0,91.1,84.6,25.9,37.01,0.98,False,True,False,True,False,False
96.0,89.5,85.6,25.8,36.75,0.97,False,True,False,True,False,False
97.0,90.3,84.8,26.4,36.92,0.98,False,True,False,True,False,False
98.0,89.9,84.7,25.4,36.67,0.97,False,True,False,True,False,False
99.0,93.3,84.5,26.3,36.7,0.97,False,True,False,True,False,False
100.0,90.4,85.9,25.8,37.03,1.8,False,True,False,True,False,False
101.0,88.9,84.9,26.4,36.91,0.98,False,True,False,True,False,False
102.0,90.5,86.2,26.4,36.76,0.99,False,True,False,True,False,False
103.0,89.8,84.2,24.7,36.74,0.97,False,True,False,True,False,False
104.0,91.2,84.4,26.1,36.77,0.97,False,True,False,True,False,False
105.0,88.3,84.9,26.1,36.83,0.99,False,True,False,True,False,False
106.0,89.6,86.0,26.3,36.78,0.96,False,True,False,True,False,False
107.0,89.8,84.5,26.4,36.76,0.98,False,True,False,True,False,False
108.0,90.9,84.8,25.8,36.84,0.97,False,True,False,True,False,False
109.0,91.7,85.2,26.3,36.76,0.98,False,True,False,True,False,False
110.0,90.5,85.7,26.8,36.89,0.98,False,True,False,True,False,False
111.0,90.8,85.8,25.2,36.67,0.99,False,True,False,True,False,False
112.0,88.7,85.3,25.0,36.6,0.98,False,True,False,True,False,False
113.0,91.1,85.9,25.7,36.73,0.99,False,True,False,True,False,False
114.0,92.4,85.1,26.0,36.66,0.98,False,True,False,True,False,False
115.0,90.3,84.7,26.7,36.77,0.98,False,True,False,True,False,False
116.0,90.0,85.0,24.2,36.77,0.97,False,True,False,True,False,False
117.0,91.8,85.3,27.1,37.0,0.97,False,True,False,True,False,False
118.0,90.4,84.6,26.3,36.85,0.99,False,True,False,True,False,False
119.0,88.9,85.2,26.8,36.73,1.01,False,True,False,True,False,False
