time_s,heart_rate_bpm,spo2_pct,resp_rate_bpm,body_temp_c,accel_g,fall_detected,alert_spo2_low,alert_hr_abnormal,alert_resp_abnormal,alert_fever,alert_fall
91.0,90.6,84.8,25.5,36.86,1.07,False,True,False,True,False,False
92.0,92.8,85.2,25.3,36.81,0.98,False,True,False,True,False,False
93.0,89.4,84.3,26.3,36.77,1.05,False,True,False,True,False,False
94.0,92.7,85.2,24.9,36.67,0.94,False,True,False,True,False,False
95.0,90.0,84.6,24.6,36.76,1.06,False,True,False,True,False,False
96.0,89.9,85.2,26.1,36.79,0.94,False,True,False,True,False,False
97.0,90.0,84.9,27.7,36.85,1.07,False,True,False,True,False,False
98.0,89.7,85.6,28.2,36.9,1.0,False,True,False,True,False,False
99.0,86.3,85.8,24.4,36.92,0.97,False,True,False,True,False,False
100.0,87.4,84.7,26.4,36.7,0.95,False,True,False,True,False,False
101.0,88.3,86.7,26.4,36.79,1.04,False,True,False,True,False,False
102.0,85.5,85.2,26.8,36.84,0.95,False,True,False,True,False,False
103.0,90.0,85.2,27.0,36.8,1.01,False,True,False,True,False,False
104.0,89.6,84.8,25.8,36.93,0.97,False,True,False,True,False,False
105.0,89.3,84.3,25.8,36.77,1.01,False,True,False,True,False,False
106.0,90.2,84.7,26.0,36.93,1.0,False,True,False,True,False,False
107.0,90.0,84.9,26.4,36.77,0.97,False,True,False,True,False,False
108.0,90.5,85.5,24.4,36.75,0.95,False,True,False,True,False,False
109.0,88.9,84.5,25.5,36.66,0.93,False,True,False,True,False,False
110.0,88.1,84.5,25.1,36.88,1.02,False,True,False,True,False,False
111.0,90.1,84.9,26.0,36.94,1.01,False,True,False,True,False,False
112.0,89.4,84.7,26.3,36.88,1.09,False,True,False,True,False,False
113.0,88.2,84.5,25.7,36.77,1.01,False,True,False,True,False,False
114.0,89.5,85.0,26.7,36.88,0.91,False,True,False,True,False,False
115.0,88.1,84.7,25.8,36.73,1.07,False,True,False,True,False,False
116.0,92.4,85.6,27.2,36.92,0.94,False,True,False,True,False,False
117.0,91.0,85.5,25.7,36.62,1.04,False,True,False,True,False,False
118.0,87.1,83.9,26.3,36.76,0.98,False,True,False,True,False,False
119.0,89.8,84.8,25.5,36.65,1.04,False,True,False,True,False,False
